personnel_code,unit_code,weekly_duty_hours,consecutive_duty_days,leave_days_last_90,night_shift_ratio,deployment_months_last_year,transfer_count_last_2yr,training_load_hours,overdue_leave_flag,stress_level,mood,sleep_quality,fatigue_level,perceived_workload,burnout_index,stress_label,data_source
PID-00389,UNIT-27,55.9,5,1,0.35,7.0,1,39.3,True,3,3,4,4,3,0.595,0,SYNTHETIC_DEMO_DATA
PID-00390,UNIT-24,32.2,8,19,0.7,6.2,2,30.1,False,3,3,4,3,2,0.423,0,SYNTHETIC_DEMO_DATA
PID-00391,UNIT-37,30.0,5,4,0.26,9.6,1,16.1,False,3,3,3,3,2,0.409,0,SYNTHETIC_DEMO_DATA
PID-00392,UNIT-33,52.8,4,19,0.19,8.6,1,41.8,False,3,3,4,3,2,0.373,0,SYNTHETIC_DEMO_DATA
PID-00393,UNIT-29,45.4,4,21,0.25,10.9,1,9.0,False,3,4,4,3,2,0.378,0,SYNTHETIC_DEMO_DATA
PID-00394,UNIT-39,58.4,2,12,0.26,6.7,0,5.3,False,1,3,3,2,2,0.38,0,SYNTHETIC_DEMO_DATA
PID-00395,UNIT-02,61.8,5,15,0.32,6.6,1,15.8,False,3,4,2,3,3,0.485,0,SYNTHETIC_DEMO_DATA
PID-00396,UNIT-23,53.9,7,0,0.26,3.5,2,12.4,False,3,2,4,3,3,0.51,0,SYNTHETIC_DEMO_DATA
PID-00397,UNIT-02,62.6,3,7,0.62,7.5,1,16.4,False,3,3,3,2,3,0.453,1,SYNTHETIC_DEMO_DATA
PID-00398,UNIT-32,55.2,4,15,0.22,3.0,1,28.0,False,4,3,4,3,2,0.462,0,SYNTHETIC_DEMO_DATA
PID-00399,UNIT-06,59.4,6,14,0.73,0.6,2,19.7,False,3,4,2,4,4,0.53,0,SYNTHETIC_DEMO_DATA
PID-00400,UNIT-23,42.1,5,1,0.27,9.6,1,19.9,True,3,3,4,2,2,0.383,1,SYNTHETIC_DEMO_DATA
PID-00401,UNIT-32,49.5,5,7,0.12,1.3,1,20.6,False,3,3,4,3,4,0.4,0,SYNTHETIC_DEMO_DATA
PID-00402,UNIT-26,54.8,8,0,0.12,6.3,0,0.0,True,3,4,3,3,2,0.53,0,SYNTHETIC_DEMO_DATA
PID-00403,UNIT-03,63.5,7,11,0.34,2.4,1,4.8,False,3,3,3,4,3,0.591,0,SYNTHETIC_DEMO_DATA
PID-00404,UNIT-20,46.5,8,0,0.16,8.4,1,16.1,False,3,3,4,4,4,0.495,0,SYNTHETIC_DEMO_DATA
PID-00405,UNIT-32,59.3,8,15,0.45,8.8,0,11.6,False,3,3,4,2,4,0.448,0,SYNTHETIC_DEMO_DATA
PID-00406,UNIT-39,48.3,9,16,0.12,6.6,1,17.7,False,3,4,3,3,3,0.369,0,SYNTHETIC_DEMO_DATA
PID-00407,UNIT-36,50.4,8,6,0.07,8.7,2,34.0,False,3,4,4,4,2,0.562,0,SYNTHETIC_DEMO_DATA
PID-00408,UNIT-33,63.6,4,12,0.09,5.0,3,19.3,False,3,4,4,3,2,0.375,0,SYNTHETIC_DEMO_DATA
PID-00409,UNIT-13,30.0,8,7,0.48,11.7,2,6.8,False,2,3,3,3,3,0.536,1,SYNTHETIC_DEMO_DATA
PID-00410,UNIT-31,33.8,2,10,0.08,7.2,0,12.1,False,2,4,3,3,3,0.476,0,SYNTHETIC_DEMO_DATA
PID-00411,UNIT-07,31.2,7,2,0.41,2.3,0,37.1,True,3,3,4,2,2,0.386,0,SYNTHETIC_DEMO_DATA
PID-00412,UNIT-14,30.0,7,12,0.36,5.2,4,35.3,False,3,3,4,4,3,0.407,0,SYNTHETIC_DEMO_DATA
PID-00413,UNIT-12,42.5,11,0,0.49,4.5,1,26.0,False,4,3,3,3,2,0.482,0,SYNTHETIC_DEMO_DATA
PID-00414,UNIT-20,62.5,12,0,0.48,4.2,0,4.4,True,3,4,2,2,2,0.541,1,SYNTHETIC_DEMO_DATA
PID-00415,UNIT-36,48.0,3,8,0.18,0.0,0,23.1,False,2,3,3,2,2,0.385,0,SYNTHETIC_DEMO_DATA
PID-00416,UNIT-35,54.8,6,7,0.33,6.2,1,23.8,False,3,4,3,3,3,0.505,0,SYNTHETIC_DEMO_DATA
PID-00417,UNIT-36,67.2,3,10,0.37,0.8,1,20.3,False,2,3,4,2,2,0.256,0,SYNTHETIC_DEMO_DATA
PID-00418,UNIT-38,70.6,7,5,0.5,0.0,1,14.3,False,2,3,4,3,2,0.518,0,SYNTHETIC_DEMO_DATA
PID-00419,UNIT-02,51.0,2,20,0.04,4.0,0,16.4,False,3,5,4,3,2,0.427,0,SYNTHETIC_DEMO_DATA
PID-00420,UNIT-40,71.0,7,9,0.11,2.7,1,13.6,False,4,3,3,2,4,0.424,0,SYNTHETIC_DEMO_DATA
PID-00421,UNIT-36,53.3,3,10,0.17,2.4,3,8.5,False,3,5,3,2,2,0.41,0,SYNTHETIC_DEMO_DATA
PID-00422,UNIT-30,40.3,12,10,0.24,0.0,0,33.7,False,3,4,4,3,3,0.406,0,SYNTHETIC_DEMO_DATA
PID-00423,UNIT-04,43.7,5,15,0.57,2.4,2,28.8,False,2,4,3,3,1,0.53,0,SYNTHETIC_DEMO_DATA
PID-00424,UNIT-30,31.3,6,12,0.35,4.5,0,17.2,False,3,5,4,2,2,0.336,0,SYNTHETIC_DEMO_DATA
PID-00425,UNIT-28,39.6,3,11,0.22,3.1,2,23.5,False,2,4,3,3,1,0.423,0,SYNTHETIC_DEMO_DATA
PID-00426,UNIT-04,47.0,6,13,0.32,6.2,2,23.9,False,3,4,3,3,3,0.493,0,SYNTHETIC_DEMO_DATA
PID-00427,UNIT-09,63.3,4,0,0.36,9.2,2,43.4,True,2,2,4,4,4,0.567,1,SYNTHETIC_DEMO_DATA
PID-00428,UNIT-31,76.1,5,0,0.28,6.5,1,28.7,True,3,3,4,4,3,0.559,1,SYNTHETIC_DEMO_DATA
PID-00429,UNIT-07,32.6,3,8,0.42,8.1,3,28.3,False,3,3,3,3,3,0.397,0,SYNTHETIC_DEMO_DATA
PID-00430,UNIT-14,57.5,5,7,0.18,8.3,2,20.4,False,4,4,4,3,4,0.492,0,SYNTHETIC_DEMO_DATA
PID-00431,UNIT-25,37.4,6,12,0.43,1.9,2,15.7,False,3,4,3,2,3,0.442,0,SYNTHETIC_DEMO_DATA
PID-00432,UNIT-35,58.6,9,9,0.07,6.3,1,33.8,False,2,4,3,3,3,0.532,0,SYNTHETIC_DEMO_DATA
PID-00433,UNIT-12,50.2,3,12,0.18,8.0,1,26.5,False,2,4,3,3,1,0.512,1,SYNTHETIC_DEMO_DATA
PID-00434,UNIT-01,30.0,6,1,0.65,3.7,0,11.7,True,3,4,3,4,2,0.523,0,SYNTHETIC_DEMO_DATA
PID-00435,UNIT-35,65.0,6,8,0.45,2.6,4,24.5,False,3,2,3,3,4,0.529,0,SYNTHETIC_DEMO_DATA
PID-00436,UNIT-38,43.5,12,0,0.47,6.6,2,28.4,True,4,4,3,3,4,0.589,0,SYNTHETIC_DEMO_DATA
PID-00437,UNIT-35,44.5,4,11,0.36,0.6,2,0.0,False,1,3,4,2,2,0.381,0,SYNTHETIC_DEMO_DATA
PID-00438,UNIT-20,37.0,6,0,0.41,1.7,0,10.8,True,2,4,3,2,2,0.464,0,SYNTHETIC_DEMO_DATA
PID-00439,UNIT-29,42.8,4,11,0.49,3.0,1,23.6,False,3,4,4,2,4,0.317,0,SYNTHETIC_DEMO_DATA
PID-00440,UNIT-06,58.0,10,0,0.25,6.4,1,0.8,True,3,3,3,4,3,0.545,0,SYNTHETIC_DEMO_DATA
PID-00441,UNIT-26,49.4,1,6,0.17,5.7,1,2.3,False,2,3,3,3,2,0.441,0,SYNTHETIC_DEMO_DATA
PID-00442,UNIT-25,56.6,8,14,0.16,8.1,2,17.3,False,2,2,4,3,3,0.404,1,SYNTHETIC_DEMO_DATA
PID-00443,UNIT-26,57.1,9,10,0.41,2.2,0,24.9,False,3,3,3,3,3,0.4,0,SYNTHETIC_DEMO_DATA
PID-00444,UNIT-28,70.5,5,0,0.07,2.1,0,25.4,True,3,4,3,3,3,0.5,0,SYNTHETIC_DEMO_DATA
PID-00445,UNIT-36,47.2,4,4,0.37,6.6,2,35.8,False,4,2,3,2,3,0.457,0,SYNTHETIC_DEMO_DATA
PID-00446,UNIT-32,31.3,1,0,0.52,2.6,1,20.8,True,2,3,3,2,2,0.404,0,SYNTHETIC_DEMO_DATA
PID-00447,UNIT-02,66.9,5,0,0.15,3.2,3,16.3,True,3,3,3,2,2,0.471,0,SYNTHETIC_DEMO_DATA
PID-00448,UNIT-29,47.4,8,9,0.16,0.0,2,6.9,False,3,3,5,3,2,0.286,0,SYNTHETIC_DEMO_DATA
PID-00449,UNIT-30,67.6,7,12,0.35,5.9,3,16.2,False,4,3,4,4,3,0.517,1,SYNTHETIC_DEMO_DATA
PID-00450,UNIT-23,57.4,7,11,0.1,9.6,2,27.1,False,3,3,2,2,3,0.467,0,SYNTHETIC_DEMO_DATA
PID-00451,UNIT-25,50.2,4,12,0.29,1.9,2,27.5,False,1,4,4,3,3,0.41,0,SYNTHETIC_DEMO_DATA
PID-00452,UNIT-04,56.9,5,8,0.36,8.1,2,22.6,False,3,2,4,3,5,0.401,1,SYNTHETIC_DEMO_DATA
PID-00453,UNIT-11,79.3,7,7,0.24,4.8,0,25.5,False,3,3,3,3,3,0.461,0,SYNTHETIC_DEMO_DATA
PID-00454,UNIT-35,81.1,8,2,0.38,0.0,2,32.8,True,3,3,4,3,3,0.464,1,SYNTHETIC_DEMO_DATA
PID-00455,UNIT-01,53.0,5,6,0.49,2.3,6,20.8,False,2,2,4,4,3,0.589,1,SYNTHETIC_DEMO_DATA
PID-00456,UNIT-40,54.2,7,1,0.12,2.1,4,33.7,True,3,3,3,3,4,0.51,0,SYNTHETIC_DEMO_DATA
PID-00457,UNIT-09,67.1,3,3,0.4,4.1,1,12.7,False,3,3,3,4,4,0.616,0,SYNTHETIC_DEMO_DATA
PID-00458,UNIT-32,40.2,3,9,0.21,6.3,0,19.3,False,2,4,5,2,2,0.292,0,SYNTHETIC_DEMO_DATA
PID-00459,UNIT-09,56.7,5,8,0.32,10.5,2,15.2,False,3,3,2,2,4,0.506,1,SYNTHETIC_DEMO_DATA
PID-00460,UNIT-02,51.6,3,27,0.12,0.7,0,27.9,False,3,4,4,2,1,0.294,0,SYNTHETIC_DEMO_DATA
PID-00461,UNIT-25,56.4,5,0,0.31,3.5,1,9.9,False,2,4,3,2,3,0.422,0,SYNTHETIC_DEMO_DATA
PID-00462,UNIT-31,40.3,5,8,0.19,2.3,0,16.8,False,3,4,4,3,3,0.348,0,SYNTHETIC_DEMO_DATA
PID-00463,UNIT-04,30.0,6,0,0.31,1.2,0,1.4,True,3,4,4,1,2,0.193,0,SYNTHETIC_DEMO_DATA
PID-00464,UNIT-11,30.0,6,6,0.23,5.3,3,25.9,False,2,4,4,2,3,0.332,0,SYNTHETIC_DEMO_DATA
PID-00465,UNIT-13,36.4,3,6,0.3,5.0,0,32.5,False,2,4,4,2,1,0.38,0,SYNTHETIC_DEMO_DATA
PID-00466,UNIT-39,45.6,6,14,0.46,0.0,2,29.1,False,2,4,2,2,3,0.484,0,SYNTHETIC_DEMO_DATA
PID-00467,UNIT-13,47.9,7,6,0.46,5.1,3,28.1,False,3,2,4,3,2,0.43,0,SYNTHETIC_DEMO_DATA
PID-00468,UNIT-03,79.1,9,7,0.41,1.4,0,28.4,False,3,3,3,3,3,0.416,0,SYNTHETIC_DEMO_DATA
PID-00469,UNIT-40,67.5,6,6,0.26,5.0,0,27.0,False,3,3,3,3,3,0.538,0,SYNTHETIC_DEMO_DATA
PID-00470,UNIT-04,38.5,6,0,0.24,8.8,2,26.1,True,3,3,4,4,4,0.527,0,SYNTHETIC_DEMO_DATA
PID-00471,UNIT-20,56.9,5,5,0.05,6.4,0,26.8,False,2,4,4,3,3,0.36,0,SYNTHETIC_DEMO_DATA
PID-00472,UNIT-08,46.3,5,6,0.21,5.5,0,13.4,False,2,3,4,4,3,0.32,0,SYNTHETIC_DEMO_DATA
PID-00473,UNIT-11,48.0,5,9,0.44,3.4,2,18.0,False,1,4,4,4,2,0.446,0,SYNTHETIC_DEMO_DATA
PID-00474,UNIT-31,54.6,4,12,0.53,5.2,3,20.7,False,3,3,3,3,3,0.479,0,SYNTHETIC_DEMO_DATA
PID-00475,UNIT-06,60.7,10,7,0.44,6.7,0,16.6,False,3,3,3,3,2,0.454,0,SYNTHETIC_DEMO_DATA
PID-00476,UNIT-27,47.3,6,7,0.07,6.4,4,4.3,False,2,3,3,3,3,0.526,0,SYNTHETIC_DEMO_DATA
PID-00477,UNIT-23,66.9,2,0,0.1,4.7,2,7.6,False,3,2,3,3,3,0.461,0,SYNTHETIC_DEMO_DATA
PID-00478,UNIT-30,36.0,7,12,0.19,5.7,1,22.3,False,2,3,4,2,2,0.339,0,SYNTHETIC_DEMO_DATA
PID-00479,UNIT-07,52.1,2,4,0.64,1.1,2,29.1,False,4,3,2,2,2,0.585,0,SYNTHETIC_DEMO_DATA
PID-00480,UNIT-15,88.4,5,13,0.07,2.8,2,20.1,False,3,3,3,2,2,0.442,1,SYNTHETIC_DEMO_DATA
PID-00481,UNIT-01,55.1,8,16,0.37,7.1,1,47.6,False,3,4,3,3,1,0.477,0,SYNTHETIC_DEMO_DATA
PID-00482,UNIT-36,72.1,7,7,0.25,7.5,2,10.8,False,4,3,3,4,3,0.589,1,SYNTHETIC_DEMO_DATA
PID-00483,UNIT-40,53.3,3,2,0.29,5.3,1,24.4,True,2,3,4,3,3,0.479,0,SYNTHETIC_DEMO_DATA
PID-00484,UNIT-18,60.1,13,8,0.33,9.4,0,32.9,False,3,3,3,3,2,0.553,1,SYNTHETIC_DEMO_DATA
PID-00485,UNIT-22,51.2,5,11,0.1,6.5,2,30.7,False,4,3,2,3,3,0.458,0,SYNTHETIC_DEMO_DATA
PID-00486,UNIT-06,49.6,8,7,0.15,4.3,1,26.6,False,3,4,4,2,3,0.343,0,SYNTHETIC_DEMO_DATA
PID-00487,UNIT-36,41.1,7,5,0.32,1.3,1,30.7,False,3,3,3,3,2,0.413,0,SYNTHETIC_DEMO_DATA
PID-00488,UNIT-31,58.0,7,12,0.25,9.3,0,20.6,False,3,2,4,3,3,0.436,0,SYNTHETIC_DEMO_DATA
PID-00489,UNIT-05,40.1,5,11,0.41,7.3,0,36.6,False,3,3,3,3,3,0.55,0,SYNTHETIC_DEMO_DATA
PID-00490,UNIT-22,61.3,4,6,0.21,10.4,0,32.8,False,3,3,3,4,2,0.598,0,SYNTHETIC_DEMO_DATA
PID-00491,UNIT-07,67.2,4,0,0.62,11.5,3,11.5,False,3,2,2,4,4,0.695,1,SYNTHETIC_DEMO_DATA
PID-00492,UNIT-24,57.1,0,11,0.25,1.1,0,23.2,False,2,4,3,3,3,0.485,0,SYNTHETIC_DEMO_DATA
PID-00493,UNIT-27,48.0,5,4,0.42,1.1,2,4.5,False,2,3,3,2,2,0.421,0,SYNTHETIC_DEMO_DATA
PID-00494,UNIT-16,58.4,5,10,0.13,0.0,1,35.2,False,2,3,3,2,3,0.291,0,SYNTHETIC_DEMO_DATA
PID-00495,UNIT-18,47.7,6,9,0.17,7.8,2,22.2,False,2,3,3,4,3,0.626,0,SYNTHETIC_DEMO_DATA
PID-00496,UNIT-29,65.1,6,0,0.39,7.0,2,33.5,True,4,3,3,3,3,0.537,1,SYNTHETIC_DEMO_DATA
PID-00497,UNIT-07,30.0,4,9,0.24,5.3,1,18.9,False,2,3,4,3,4,0.278,0,SYNTHETIC_DEMO_DATA
PID-00498,UNIT-02,47.3,4,12,0.29,1.3,2,1.4,False,2,3,4,2,3,0.259,0,SYNTHETIC_DEMO_DATA
PID-00499,UNIT-17,30.0,4,12,0.8,4.7,0,46.4,False,2,4,3,2,2,0.448,0,SYNTHETIC_DEMO_DATA
PID-00500,UNIT-20,31.1,8,9,0.33,5.6,6,21.3,False,3,3,3,3,3,0.412,0,SYNTHETIC_DEMO_DATA
PID-00501,UNIT-12,71.1,10,0,0.24,7.3,0,10.0,True,4,3,3,3,5,0.602,0,SYNTHETIC_DEMO_DATA
PID-00502,UNIT-18,64.5,3,16,0.44,5.8,2,31.5,False,2,3,4,3,2,0.457,0,SYNTHETIC_DEMO_DATA
PID-00503,UNIT-05,41.9,7,11,0.35,7.0,2,40.4,False,2,3,3,3,3,0.516,0,SYNTHETIC_DEMO_DATA
PID-00504,UNIT-30,31.0,5,1,0.39,4.6,1,18.0,False,4,3,4,3,3,0.408,0,SYNTHETIC_DEMO_DATA
PID-00505,UNIT-31,30.0,4,4,0.21,8.5,0,19.0,False,3,5,4,3,3,0.437,0,SYNTHETIC_DEMO_DATA
PID-00506,UNIT-11,44.4,7,10,0.19,6.9,0,22.4,False,3,4,4,3,3,0.43,0,SYNTHETIC_DEMO_DATA
PID-00507,UNIT-27,85.9,5,13,0.09,1.4,2,8.9,False,2,2,4,3,3,0.443,0,SYNTHETIC_DEMO_DATA
PID-00508,UNIT-10,58.1,4,6,0.16,9.2,1,13.1,False,3,4,4,2,3,0.347,1,SYNTHETIC_DEMO_DATA
PID-00509,UNIT-16,44.2,4,13,0.3,8.7,0,37.8,False,4,3,3,3,2,0.476,0,SYNTHETIC_DEMO_DATA
PID-00510,UNIT-13,58.5,8,0,0.43,6.4,1,18.7,False,3,3,3,4,3,0.498,0,SYNTHETIC_DEMO_DATA
PID-00511,UNIT-39,30.1,9,2,0.53,5.8,1,11.6,False,3,3,3,3,3,0.532,0,SYNTHETIC_DEMO_DATA
PID-00512,UNIT-20,47.8,3,0,0.02,10.0,1,15.5,False,3,4,3,4,3,0.561,0,SYNTHETIC_DEMO_DATA
PID-00513,UNIT-26,53.4,2,3,0.05,0.1,4,30.7,False,2,3,4,3,3,0.444,0,SYNTHETIC_DEMO_DATA
PID-00514,UNIT-09,50.8,4,18,0.06,8.7,0,0.2,False,2,4,4,3,2,0.267,0,SYNTHETIC_DEMO_DATA
PID-00515,UNIT-38,63.1,10,21,0.45,3.6,0,22.5,False,2,3,3,3,4,0.406,0,SYNTHETIC_DEMO_DATA
PID-00516,UNIT-28,56.8,5,10,0.37,8.3,0,44.6,False,3,4,4,3,3,0.425,1,SYNTHETIC_DEMO_DATA
PID-00517,UNIT-05,61.4,5,5,0.26,5.4,0,40.3,False,4,3,3,2,3,0.457,0,SYNTHETIC_DEMO_DATA
PID-00518,UNIT-14,42.4,11,7,0.19,1.3,1,25.7,False,3,4,3,3,1,0.396,0,SYNTHETIC_DEMO_DATA
PID-00519,UNIT-21,64.6,8,11,0.31,3.5,1,33.2,False,3,4,3,3,4,0.611,0,SYNTHETIC_DEMO_DATA
PID-00520,UNIT-17,74.8,8,0,0.18,8.1,1,33.1,True,3,2,3,4,3,0.593,0,SYNTHETIC_DEMO_DATA
PID-00521,UNIT-33,38.4,3,5,0.08,4.4,1,18.7,False,3,5,3,3,1,0.383,1,SYNTHETIC_DEMO_DATA
PID-00522,UNIT-23,39.6,4,17,0.62,3.1,1,29.2,False,2,4,4,2,3,0.331,0,SYNTHETIC_DEMO_DATA
PID-00523,UNIT-23,70.7,5,2,0.27,3.1,2,37.9,False,2,3,3,3,3,0.465,1,SYNTHETIC_DEMO_DATA
PID-00524,UNIT-16,49.3,5,4,0.13,6.9,0,7.4,False,3,3,2,2,2,0.388,0,SYNTHETIC_DEMO_DATA
PID-00525,UNIT-34,71.7,4,9,0.21,10.3,0,25.8,False,3,3,3,3,4,0.565,0,SYNTHETIC_DEMO_DATA
PID-00526,UNIT-29,45.8,6,10,0.41,0.0,2,23.6,False,2,4,3,3,1,0.473,0,SYNTHETIC_DEMO_DATA
PID-00527,UNIT-29,72.4,7,5,0.38,12.0,1,21.0,False,3,3,3,4,3,0.652,1,SYNTHETIC_DEMO_DATA
PID-00528,UNIT-27,53.8,5,9,0.14,5.6,1,20.1,False,3,4,4,2,2,0.429,0,SYNTHETIC_DEMO_DATA
PID-00529,UNIT-27,55.6,9,12,0.18,6.7,3,22.3,False,3,4,3,4,3,0.584,0,SYNTHETIC_DEMO_DATA
PID-00530,UNIT-31,73.9,5,20,0.53,3.7,1,23.2,False,2,3,4,2,4,0.332,0,SYNTHETIC_DEMO_DATA
PID-00531,UNIT-10,46.9,10,8,0.32,5.0,5,31.2,False,3,4,3,3,3,0.554,0,SYNTHETIC_DEMO_DATA
PID-00532,UNIT-21,38.8,6,8,0.36,5.6,0,24.8,False,2,5,4,2,3,0.296,0,SYNTHETIC_DEMO_DATA
PID-00533,UNIT-06,45.7,8,18,0.16,1.9,1,18.2,False,2,4,4,3,4,0.351,0,SYNTHETIC_DEMO_DATA
PID-00534,UNIT-15,58.3,7,5,0.07,2.6,1,11.6,False,3,3,4,3,3,0.42,0,SYNTHETIC_DEMO_DATA
PID-00535,UNIT-12,30.1,7,1,0.22,8.6,2,15.3,False,3,3,3,3,3,0.48,0,SYNTHETIC_DEMO_DATA
PID-00536,UNIT-09,60.9,9,10,0.29,0.3,4,22.6,False,3,3,3,4,2,0.462,0,SYNTHETIC_DEMO_DATA
PID-00537,UNIT-22,44.5,5,15,0.38,6.3,0,12.9,False,2,3,3,3,4,0.399,0,SYNTHETIC_DEMO_DATA
PID-00538,UNIT-18,68.1,5,11,0.24,3.9,5,29.5,False,3,2,2,3,3,0.558,0,SYNTHETIC_DEMO_DATA
PID-00539,UNIT-19,30.0,3,8,0.03,2.1,3,24.3,False,3,5,4,3,2,0.344,0,SYNTHETIC_DEMO_DATA
PID-00540,UNIT-35,41.0,3,0,0.33,10.9,0,31.4,True,3,4,3,4,3,0.616,0,SYNTHETIC_DEMO_DATA
PID-00541,UNIT-15,30.0,6,8,0.32,2.1,3,13.6,False,3,3,4,3,3,0.469,0,SYNTHETIC_DEMO_DATA
PID-00542,UNIT-05,40.4,6,16,0.11,1.6,1,11.7,False,1,4,3,3,2,0.345,0,SYNTHETIC_DEMO_DATA
PID-00543,UNIT-32,55.5,5,1,0.31,4.4,2,31.4,True,3,3,4,2,3,0.406,0,SYNTHETIC_DEMO_DATA
PID-00544,UNIT-09,49.5,3,7,0.66,2.7,1,21.3,False,2,3,4,3,4,0.518,0,SYNTHETIC_DEMO_DATA
PID-00545,UNIT-39,48.5,5,6,0.51,5.0,3,18.0,False,2,3,4,3,4,0.461,0,SYNTHETIC_DEMO_DATA
PID-00546,UNIT-27,49.8,4,4,0.55,5.5,0,27.0,False,4,2,4,2,3,0.368,0,SYNTHETIC_DEMO_DATA
PID-00547,UNIT-11,54.8,7,10,0.15,5.7,1,26.6,False,3,3,4,3,2,0.473,0,SYNTHETIC_DEMO_DATA
PID-00548,UNIT-23,37.9,8,11,0.37,4.6,1,7.4,False,3,3,3,3,2,0.44,0,SYNTHETIC_DEMO_DATA
PID-00549,UNIT-38,61.9,7,11,0.04,2.9,0,33.8,False,3,4,4,2,4,0.406,0,SYNTHETIC_DEMO_DATA
PID-00550,UNIT-37,61.3,2,3,0.22,6.9,1,15.9,False,3,2,3,3,3,0.469,0,SYNTHETIC_DEMO_DATA
PID-00551,UNIT-16,57.4,7,0,0.26,4.7,1,37.0,True,3,3,2,3,4,0.517,0,SYNTHETIC_DEMO_DATA
PID-00552,UNIT-02,59.8,5,10,0.33,3.5,1,6.7,False,4,4,4,3,3,0.472,0,SYNTHETIC_DEMO_DATA
PID-00553,UNIT-04,56.1,6,5,0.4,9.4,0,23.2,False,4,3,3,3,4,0.519,1,SYNTHETIC_DEMO_DATA
PID-00554,UNIT-36,80.5,5,20,0.34,4.6,1,18.1,False,3,3,2,3,3,0.533,0,SYNTHETIC_DEMO_DATA
PID-00555,UNIT-27,50.8,3,20,0.16,8.3,1,0.2,False,3,5,3,3,2,0.35,0,SYNTHETIC_DEMO_DATA
PID-00556,UNIT-30,47.7,7,20,0.21,8.7,0,26.6,False,2,3,4,3,4,0.389,0,SYNTHETIC_DEMO_DATA
PID-00557,UNIT-29,41.5,6,3,0.24,8.9,0,0.8,False,3,4,3,3,3,0.524,0,SYNTHETIC_DEMO_DATA
PID-00558,UNIT-32,37.5,4,12,0.28,7.1,1,17.1,False,2,4,4,1,3,0.25,0,SYNTHETIC_DEMO_DATA
PID-00559,UNIT-21,34.6,9,14,0.79,5.0,0,31.0,False,3,5,4,3,4,0.462,0,SYNTHETIC_DEMO_DATA
PID-00560,UNIT-16,39.6,8,13,0.47,4.8,3,14.7,False,4,3,2,2,3,0.473,1,SYNTHETIC_DEMO_DATA
PID-00561,UNIT-10,51.0,7,6,0.17,4.3,1,11.0,False,2,4,3,3,4,0.456,0,SYNTHETIC_DEMO_DATA
PID-00562,UNIT-13,56.7,7,16,0.38,0.0,2,28.0,False,3,4,3,3,3,0.517,0,SYNTHETIC_DEMO_DATA
PID-00563,UNIT-31,52.7,6,9,0.04,7.2,3,17.5,False,3,3,4,4,3,0.491,0,SYNTHETIC_DEMO_DATA
PID-00564,UNIT-01,41.3,6,9,0.23,5.7,1,15.9,False,3,3,3,4,3,0.502,0,SYNTHETIC_DEMO_DATA
PID-00565,UNIT-06,64.6,4,0,0.13,7.5,1,32.7,True,3,3,3,3,3,0.502,0,SYNTHETIC_DEMO_DATA
PID-00566,UNIT-32,62.4,9,12,0.27,4.6,1,8.3,False,3,4,4,2,3,0.388,0,SYNTHETIC_DEMO_DATA
PID-00567,UNIT-26,49.8,5,7,0.3,7.0,3,15.4,False,3,3,4,3,3,0.502,0,SYNTHETIC_DEMO_DATA
PID-00568,UNIT-07,42.9,1,11,0.34,0.9,1,28.7,False,1,4,5,3,2,0.264,0,SYNTHETIC_DEMO_DATA
PID-00569,UNIT-02,59.7,7,10,0.36,1.5,0,7.7,False,4,4,2,2,2,0.48,0,SYNTHETIC_DEMO_DATA
PID-00570,UNIT-10,54.6,7,10,0.03,0.0,1,37.8,False,2,2,4,3,3,0.388,0,SYNTHETIC_DEMO_DATA
PID-00571,UNIT-05,31.7,3,8,0.07,4.6,1,17.8,False,2,3,4,3,2,0.403,0,SYNTHETIC_DEMO_DATA
PID-00572,UNIT-12,51.0,1,13,0.2,2.7,0,28.7,False,2,2,4,2,2,0.436,0,SYNTHETIC_DEMO_DATA
PID-00573,UNIT-34,55.7,4,7,0.29,2.3,3,28.7,False,2,4,3,2,3,0.395,0,SYNTHETIC_DEMO_DATA
PID-00574,UNIT-35,39.4,3,0,0.21,6.0,0,18.5,False,2,3,4,2,2,0.296,0,SYNTHETIC_DEMO_DATA
PID-00575,UNIT-12,54.7,10,12,0.26,3.7,0,15.2,False,2,4,4,3,2,0.428,0,SYNTHETIC_DEMO_DATA
PID-00576,UNIT-12,31.6,5,4,0.21,0.7,0,19.6,False,1,4,4,3,1,0.385,0,SYNTHETIC_DEMO_DATA
PID-00577,UNIT-34,70.7,2,1,0.26,12.0,1,27.1,False,3,3,3,3,3,0.596,1,SYNTHETIC_DEMO_DATA
PID-00578,UNIT-18,69.5,3,2,0.23,4.9,1,10.1,False,2,3,5,3,2,0.397,0,SYNTHETIC_DEMO_DATA
PID-00579,UNIT-09,48.5,6,10,0.01,1.8,1,8.0,False,2,4,4,4,2,0.401,0,SYNTHETIC_DEMO_DATA
PID-00580,UNIT-30,57.1,3,8,0.55,3.0,1,34.8,False,3,3,2,2,2,0.385,1,SYNTHETIC_DEMO_DATA
PID-00581,UNIT-20,30.0,3,0,0.16,4.5,3,12.7,True,1,4,3,2,1,0.331,1,SYNTHETIC_DEMO_DATA
PID-00582,UNIT-36,35.8,1,6,0.16,4.5,2,23.5,False,2,5,4,3,4,0.378,0,SYNTHETIC_DEMO_DATA
PID-00583,UNIT-36,47.9,7,16,0.54,8.9,1,18.0,False,3,2,4,3,3,0.448,0,SYNTHETIC_DEMO_DATA
